position,coef,pathway,pval,padj,log2err,ES,NES,size,leadingEdge
ra,kl_mean_3,GO_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION,0.003307775858379248,0.1372745050594633,0.4317076958033464,0.5386648270240504,1.7965067181471102,28,
ra,kl_mean_3,GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,8.633303949072044e-4,0.09983494874826744,0.47727081536286214,0.4474725042574201,1.7769454279409345,60,
ra,kl_mean_3,GO_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,0.005157240995025521,0.15015674724038577,0.40701791892395395,0.5012940874339158,1.7767965718778989,35,
ra,kl_mean_3,GO_NUCLEOSOME_BINDING,0.0030130421259919,0.1372745050594633,0.4317076958033464,0.5082814220122015,1.770819896097493,33,
ra,kl_mean_3,GO_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY,0.001163239487476493,0.09983494874826744,0.45505986738722953,0.4553934073110697,1.7694588524731376,55,
ra,kl_mean_3,GO_CELL_CELL_ADHESION_MEDIATOR_ACTIVITY,0.005256388267090355,0.15015674724038577,0.40701791892395395,0.5414341398255035,1.7686230235539804,25,
ra,kl_mean_3,GO_ENDOCRINE_SYSTEM_DEVELOPMENT,0.0019916087932932997,0.11138340885615683,0.4317076958033464,0.4455709837278181,1.7598550661217203,58,
ra,kl_mean_3,GO_ACTION_POTENTIAL,0.001686167319658643,0.10857044019357595,0.45505986738722953,0.4297050074200979,1.758238849521532,68,
ra,kl_mean_3,GO_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY,9.841749241756605e-5,0.04562634948478362,0.5384340963099162,0.37372825788978725,1.7566251100215042,169,
ra,kl_mean_3,GO_MEMBRANE_REGION,9.807216788276756e-5,0.04562634948478362,0.5384340963099162,0.37198873477127614,1.7506540095014125,165,
ra,kl_mean_3,GO_CATION_CHANNEL_COMPLEX,1.1976344049939416e-4,0.046268609179599275,0.5384340963099162,0.3926182963776459,1.7498075729149727,120,
ra,kl_mean_3,GO_PROTEIN_PHOSPHORYLATED_AMINO_ACID_BINDING,0.00350732717856055,0.1372745050594633,0.4317076958033464,0.5150814264882442,1.7350638150989643,29,
ra,kl_mean_3,GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,0.0038855711040794456,0.13856544337317162,0.4317076958033464,0.49696349462435485,1.7313889624984593,33,
ra,kl_mean_3,GO_NEGATIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT,0.006996291504394188,0.15745052142898766,0.40701791892395395,0.5167356384218529,1.7233704510828345,28,
ra,kl_mean_3,GO_NEURAL_RETINA_DEVELOPMENT,0.00425977096818497,0.13861710944207184,0.40701791892395395,0.4832938477110179,1.7158655459307754,37,
ra,kl_mean_3,GO_CELLULAR_RESPONSE_TO_HEAT,0.0012625113533001227,0.09983494874826744,0.45505986738722953,0.40989064248532947,1.7096668108382385,79,
ra,kl_mean_3,GO_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION,0.010150394558506151,0.19445136021997736,0.3807304007227924,0.5187857076098972,1.6946407314938,25,
ra,kl_mean_3,GO_ENHANCER_BINDING,0.005315236959726931,0.15015674724038577,0.40701791892395395,0.4191938463934205,1.6928720448613748,65,
ra,kl_mean_3,GO_PROTEIN_SERINE_THREONINE_PHOSPHATASE_COMPLEX,0.010925763446918717,0.19543617412391392,0.3807304007227924,0.49138732182134637,1.688921037918706,31,
ra,kl_mean_3,GO_ERYTHROCYTE_HOMEOSTASIS,0.0030016935680785596,0.1372745050594633,0.4317076958033464,0.4251184577833689,1.6881759051208387,60,
ra,kl_mean_3,GO_DOPAMINE_TRANSPORT,0.006347877559453507,0.15327479357097112,0.40701791892395395,0.4966519769918239,1.6729837840416564,29,
ra,kl_mean_3,GO_GLUTAMATE_RECEPTOR_BINDING,0.0067240554590396245,0.15737299004703054,0.40701791892395395,0.46901056892443604,1.6651548115216872,37,
ra,kl_mean_3,GO_B_CELL_DIFFERENTIATION,0.0069266772407861835,0.15741213572688603,0.40701791892395395,0.44041891420668144,1.656711889047328,45,
ra,kl_mean_3,GO_LAMELLIPODIUM_ORGANIZATION,0.006857062983067336,0.15737299004703054,0.40701791892395395,0.4193209648476981,1.6561763473562507,58,
ra,kl_mean_3,GO_POSTSYNAPTIC_DENSITY_MEMBRANE,0.008185223111999177,0.17248497430558268,0.3807304007227924,0.4152092039448431,1.6399362789500218,58,
ra,kl_mean_3,GO_REGULATION_OF_BLOOD_CIRCULATION,0.0012218580360203336,0.09983494874826744,0.45505986738722953,0.3646285574053997,1.6345600777112042,125,
ra,kl_mean_3,GO_NEURON_SPINE,0.0024817529184328227,0.12227569931976137,0.4317076958033464,0.3684133722930029,1.6311139912161652,114,
ra,kl_mean_3,GO_RESPONSE_TO_AMMONIUM_ION,0.005896658539532002,0.1523653342125177,0.40701791892395395,0.39440706885817656,1.6274418831698327,73,
ra,kl_mean_3,GO_PEPTIDYL_LYSINE_METHYLATION,0.005896658539532002,0.1523653342125177,0.40701791892395395,0.3943782164371576,1.6273228294253523,73,
ra,kl_mean_3,GO_REGULATION_OF_MRNA_PROCESSING,0.004514085571468733,0.14333767609129483,0.40701791892395395,0.3765848972113597,1.6129866041153609,89,
ra,kl_mean_3,GO_PROTEIN_PHOSPHATASE_BINDING,0.00466200699594556,0.14603421914326767,0.40701791892395395,0.3768198767027291,1.6107395356750784,87,
ra,kl_mean_3,GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING,0.011403277719288084,0.1955746613920817,0.3807304007227924,0.4062141922064173,1.6044090171762548,58,
ra,kl_mean_3,GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_COMPLEX,0.004296362801923478,0.13861710944207184,0.40701791892395395,0.37582053523374703,1.596829927716955,86,
ra,kl_mean_3,GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,0.005417378482870818,0.15015674724038577,0.40701791892395395,0.3634884206149598,1.5958432062785757,107,
ra,kl_mean_3,GO_RAB_GTPASE_BINDING,0.002398438593328546,0.12086044911599066,0.4317076958033464,0.36096009912297605,1.592661270290379,115,
ra,kl_mean_3,GO_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY,0.004148768774373386,0.13861710944207184,0.40701791892395395,0.36771222259954806,1.5916865173485453,100,
ra,kl_mean_3,GO_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.010745569511782212,0.19543617412391392,0.3807304007227924,0.4202733666248065,1.5912715151464296,47,
ra,kl_mean_3,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.0075370416965696374,0.16176724678378165,0.40701791892395395,0.36867560397970045,1.5797571605826992,92,
ra,kl_mean_3,GO_ION_CHANNEL_BINDING,0.007253853162752455,0.16084995061097776,0.40701791892395395,0.3775716739702195,1.5680107178479987,75,
ra,kl_mean_3,GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,0.00218978642125385,0.11536193010150964,0.4317076958033464,0.33828248384398574,1.5674274711546967,151,
ra,kl_mean_3,GO_NUCLEAR_PERIPHERY,0.007286128047520562,0.16084995061097776,0.40701791892395395,0.3614375897639206,1.5609885712646308,94,
ra,kl_mean_3,GO_MUSCLE_ORGAN_DEVELOPMENT,0.0016446768823733767,0.10857044019357595,0.45505986738722953,0.32704769655143673,1.5587549085966377,182,
ra,kl_mean_3,GO_RIBONUCLEOPROTEIN_GRANULE,0.0037035425921639795,0.1372745050594633,0.4317076958033464,0.3454571738110969,1.5472997066176521,123,
ra,kl_mean_3,GO_DEVELOPMENTAL_MATURATION,0.005044337360725032,0.15015674724038577,0.40701791892395395,0.3388663642830564,1.545706980593348,133,
ra,kl_mean_3,GO_DENDRITE_DEVELOPMENT,0.0017356178896823296,0.1087341153590173,0.45505986738722953,0.3281830439287746,1.5434536577673743,167,
ra,kl_mean_3,GO_NEURON_DEATH,9.891862448221697e-4,0.09983494874826744,0.45505986738722953,0.32085470020217444,1.5341228054982696,195,
ra,kl_mean_3,GO_ENZYME_INHIBITOR_ACTIVITY,0.0034639829863662556,0.1372745050594633,0.4317076958033464,0.33041658587940237,1.5301347580739972,149,
ra,kl_mean_3,GO_NEURON_MIGRATION,0.010718275170779614,0.19543617412391392,0.3807304007227924,0.34632370263199896,1.5168219450330511,105,
ra,kl_mean_3,GO_TRANSCRIPTION_COREPRESSOR_ACTIVITY,0.006128820587563284,0.15308659617442416,0.40701791892395395,0.3308628322587779,1.5130959620063433,136,
ra,kl_mean_3,GO_GTPASE_REGULATOR_ACTIVITY,0.003961172273271286,0.13861710944207184,0.40701791892395395,0.3185282915782829,1.5128716734972834,180,
ra,kl_mean_3,GO_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,0.008573478000719576,0.17587010624484936,0.3807304007227924,0.343341464690787,1.5128671991072593,112,
ra,kl_mean_3,GO_REGULATION_OF_SYNAPTIC_PLASTICITY,0.006658366870013789,0.15737299004703054,0.40701791892395395,0.3372821240464689,1.511971247712898,125,
ra,kl_mean_3,GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,0.005797093217031094,0.1523653342125177,0.40701791892395395,0.3436116432507483,1.5113944019436452,110,
ra,kl_mean_3,GO_CELL_CHEMOTAXIS,0.0122498131557336,0.19796822360619637,0.3807304007227924,0.34953286838728437,1.485135836482222,86,
ra,kl_mean_3,GO_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,0.004270796294366447,0.13861710944207184,0.40701791892395395,0.3111019991907409,1.484029525178418,192,
ra,kl_mean_3,GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,0.01031986243286777,0.19543617412391392,0.3807304007227924,0.3391592003942544,1.4787582447502907,103,
ra,kl_mean_3,GO_RESPONSE_TO_LIGHT_STIMULUS,0.010885138599935054,0.19543617412391392,0.3807304007227924,0.31397951426622517,1.4655461739793767,157,
ra,kl_mean_3,GO_REGULATION_OF_MAP_KINASE_ACTIVITY,0.011715584063373537,0.1955746613920817,0.3807304007227924,0.30750095572937164,1.4522773282652797,174,
ra,kl_mean_3,GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,0.00873097171829869,0.17752975827207335,0.3807304007227924,0.300052788913445,1.4449363202852163,200,
ra,kl_mean_3,GO_PROTEIN_TARGETING_TO_MEMBRANE,0.0019962601148616633,0.11138340885615683,0.4317076958033464,-0.36361088308545314,-1.6441347790322283,114,
ra,kl_mean_3,GO_CELLULAR_DETOXIFICATION,6.263698392936856e-4,0.09679501916551755,0.47727081536286214,-0.5171948477452463,-1.9333855962393376,41,
ra,kl_mean_3,GO_HORMONE_ACTIVITY,1.719399573634833e-4,0.0569366887383649,0.5188480777437918,-0.633538025329338,-2.102125943053711,25,
ra,kl_mean_3,GO_CRISTAE_FORMATION,1.478512213675629e-5,0.024461561569092526,0.5933254763964051,-0.7036401104116001,-2.266520434364568,22,
ra,num_songs_euth_date,GO_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE,2.1452455478857618e-8,4.972679179999196e-5,0.7337619883564803,0.4382045171872111,2.1181787025032777,153,
ra,num_songs_euth_date,GO_TRANSMISSION_OF_NERVE_IMPULSE,4.293642169850685e-5,0.005854507382184639,0.557332238758646,0.5920946341263996,2.0936458393564927,33,
ra,num_songs_euth_date,GO_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE,1.7657691467171102e-4,0.012790790256532068,0.5188480777437918,0.6525790389329564,2.0467724209898694,20,
ra,num_songs_euth_date,GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,2.9604740283539608e-6,9.803398282463545e-4,0.6272567397185284,0.4540155406027325,2.037113898258291,98,
ra,num_songs_euth_date,GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,8.26210635872476e-5,0.008705255699783634,0.5384340963099162,0.5267813066426438,2.0012096103166392,46,
ra,num_songs_euth_date,GO_IONOTROPIC_GLUTAMATE_RECEPTOR_BINDING,9.343363934832012e-4,0.03845735522313476,0.47727081536286214,0.5954330738710346,1.9432425739124657,24,
ra,num_songs_euth_date,GO_NEURON_MATURATION,5.871731109584009e-4,0.02777688308574639,0.47727081536286214,0.562525275118843,1.9368929186072523,30,
ra,num_songs_euth_date,GO_KINESIN_COMPLEX,0.0014926939991417776,0.05014586507261798,0.45505986738722953,0.5832451391910068,1.9034662924165138,24,
ra,num_songs_euth_date,GO_BASEMENT_MEMBRANE,7.215639801707374e-4,0.032165102039149414,0.47727081536286214,0.5222994456967437,1.8828096646271923,37,
ra,num_songs_euth_date,GO_GTPASE_REGULATOR_ACTIVITY,2.131461925165163e-6,8.234547904221413e-4,0.6272567397185284,0.3761434095460798,1.8502857575257377,180,
ra,num_songs_euth_date,GO_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE,5.928492257960612e-5,0.007219035640607769,0.557332238758646,0.39795138169978045,1.8430282925035588,117,
ra,num_songs_euth_date,GO_NEURON_PROJECTION_GUIDANCE,1.3336513531399202e-5,0.002378002951214104,0.5933254763964051,0.37549450770155657,1.8352507769353195,165,
ra,num_songs_euth_date,GO_TAU_PROTEIN_BINDING,0.0015213762285828253,0.05037928711221413,0.45505986738722953,0.5164674491582062,1.828845368433556,34,
ra,num_songs_euth_date,GO_RECEPTOR_INTERNALIZATION,3.8754388326050354e-4,0.020891319102275516,0.49849310876659025,0.4401694415388152,1.8221053912237037,65,
ra,num_songs_euth_date,GO_CELL_CELL_JUNCTION_ASSEMBLY,7.183852842228486e-4,0.032165102039149414,0.47727081536286214,0.43720810172246904,1.8168841462892005,66,
ra,num_songs_euth_date,GO_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,0.0024451532983969728,0.06747458744862123,0.4317076958033464,0.5424419728557961,1.7991123860857194,26,
ra,num_songs_euth_date,GO_RAB_GTPASE_BINDING,1.4053884825240267e-4,0.011233415525829979,0.5188480777437918,0.38641477405525765,1.7852851241150691,115,
ra,num_songs_euth_date,GO_REGULATION_OF_CYCLASE_ACTIVITY,0.005853473841898292,0.1121351435166962,0.40701791892395395,0.5541313922684,1.7830827264261124,22,
ra,num_songs_euth_date,GO_REGULATION_OF_HISTONE_METHYLATION,0.0018518170473592085,0.059062293771762184,0.45505986738722953,0.4890690239839711,1.7732474159534548,38,
ra,num_songs_euth_date,GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,1.2255480357372047e-5,0.002367350289032367,0.5933254763964051,0.358239190946524,1.7710858603732107,196,
ra,num_songs_euth_date,GO_CELL_PROJECTION_MEMBRANE,1.1147245083770856e-4,0.010530132509716537,0.5384340963099162,0.36002515783749073,1.7595539164741085,169,
ra,num_songs_euth_date,GO_SH3_DOMAIN_BINDING,0.0012068593695238133,0.044152510615105736,0.45505986738722953,0.41457089464831876,1.7404419839438097,72,
ra,num_songs_euth_date,GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT,3.168520067710491e-4,0.019327972413033995,0.49849310876659025,0.3770732306444001,1.7282917430967764,110,
ra,num_songs_euth_date,GO_NEUTRAL_AMINO_ACID_TRANSPORT,0.00963038431854025,0.1421861837603586,0.3807304007227924,0.537156661591406,1.717752618653001,21,
ra,num_songs_euth_date,GO_REGULATION_OF_SYNAPTIC_PLASTICITY,2.0049922374006774e-4,0.014083551534226578,0.5188480777437918,0.36490798029055826,1.7160163784428226,125,
ra,num_songs_euth_date,GO_ACID_SECRETION,0.0018600290963497151,0.059062293771762184,0.45505986738722953,0.4350327603227354,1.71223792470279,53,
ra,num_songs_euth_date,GO_ERBB2_SIGNALING_PATHWAY,0.011368167787708786,0.15685364840422003,0.3807304007227924,0.5315745030513847,1.6999016486558132,21,
ra,num_songs_euth_date,GO_CORE_PROMOTER_SEQUENCE_SPECIFIC_DNA_BINDING,0.004127913058753121,0.09568502470189734,0.40701791892395395,0.5141466123598576,1.6983684652793996,25,
ra,num_songs_euth_date,GO_SCHAFFER_COLLATERAL__CA1_SYNAPSE,0.004800882386354516,0.10537233574430822,0.40701791892395395,0.41488045187158507,1.6920053586150583,61,
ra,num_songs_euth_date,GO_ACTIVATION_OF_MAPKK_ACTIVITY,0.008383927129160206,0.13845964297264643,0.3807304007227924,0.5026364623993229,1.6852793636143257,27,
ra,num_songs_euth_date,GO_SPINAL_CORD_DEVELOPMENT,0.002776336355518274,0.0723095244055209,0.4317076958033464,0.4422514066577996,1.6837668904170868,48,
ra,num_songs_euth_date,GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.00629598505769267,0.11844479077876327,0.40701791892395395,0.4433867166395732,1.683335789080421,47,
ra,num_songs_euth_date,GO_OVULATION_CYCLE,0.012173413006004824,0.1621722491259723,0.3807304007227924,0.497225377141758,1.6829678178860785,28,
ra,num_songs_euth_date,GO_ACTOMYOSIN,0.005422736404169067,0.1121351435166962,0.40701791892395395,0.4425390005604735,1.676724636351511,45,
ra,num_songs_euth_date,GO_HEART_GROWTH,0.0031465081644416145,0.08103489258486862,0.4317076958033464,0.43842396635258496,1.6691948231179208,48,
ra,num_songs_euth_date,GO_EXTRINSIC_COMPONENT_OF_MEMBRANE,3.7242433728635975e-4,0.020554276519756713,0.49849310876659025,0.33730022387284286,1.6485740409686582,165,
ra,num_songs_euth_date,GO_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX,3.9949717766060445e-4,0.021046237677665478,0.49849310876659025,0.3489427557683493,1.647097390137154,128,
ra,num_songs_euth_date,GO_CELL_JUNCTION_ORGANIZATION,3.326946071096016e-4,0.019774002545642475,0.49849310876659025,0.33626764453824376,1.6465914977106124,171,
ra,num_songs_euth_date,GO_MAIN_AXON,0.0057326296427862005,0.1121351435166962,0.40701791892395395,0.4192307415174311,1.6394600296977453,52,
ra,num_songs_euth_date,GO_MOLECULAR_ADAPTOR_ACTIVITY,0.001219051199036569,0.044152510615105736,0.45505986738722953,0.3517809756647286,1.632608258988332,119,
ra,num_songs_euth_date,GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,0.0014188635440096264,0.04896184640747649,0.45505986738722953,0.3561497709645041,1.6323903646298306,110,
ra,num_songs_euth_date,GO_NEUROMUSCULAR_JUNCTION,0.006489425551726892,0.11844479077876327,0.40701791892395395,0.4196371668352187,1.6280817760608997,51,
ra,num_songs_euth_date,GO_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY,0.0010662899023651951,0.041892542265805466,0.45505986738722953,0.3404601909010412,1.6199418050322916,136,
ra,num_songs_euth_date,GO_POSITIVE_REGULATION_OF_NEURON_DEATH,0.0090005111175254,0.13911214459491214,0.3807304007227924,0.4206929808617722,1.5981866206662008,46,
ra,num_songs_euth_date,GO_ARTERY_DEVELOPMENT,0.017238194620370403,0.18672025761690933,0.35248785758361917,0.4298193414602217,1.5957576200754415,40,
ra,num_songs_euth_date,GO_REGULATION_OF_ENDOCYTOSIS,0.0014363268143694572,0.04896184640747649,0.45505986738722953,0.3437420720946219,1.594269786952346,120,
ra,num_songs_euth_date,GO_BONE_MORPHOGENESIS,0.00985428500771814,0.14399952200922297,0.3807304007227924,0.4228054987538994,1.5893692161100372,44,
ra,num_songs_euth_date,GO_CLATHRIN_COATED_VESICLE,0.0027619803062472045,0.0723095244055209,0.4317076958033464,0.3480001483187028,1.5760600351440492,106,
ra,num_songs_euth_date,GO_APICAL_PART_OF_CELL,0.0020205799306526624,0.05928739593990976,0.4317076958033464,0.32556758748621745,1.5725884588409134,152,
ra,num_songs_euth_date,GO_CARDIAC_CHAMBER_DEVELOPMENT,0.00481857963282859,0.10537233574430822,0.40701791892395395,0.35986363727575105,1.5682102535184457,85,
ra,num_songs_euth_date,GO_REGULATION_OF_PROTEIN_TARGETING,0.008634000747665262,0.13869916558578385,0.3807304007227924,0.4101021679642386,1.5663394271042954,49,
ra,num_songs_euth_date,GO_DENDRITIC_SPINE_DEVELOPMENT,0.005485182368627295,0.1121351435166962,0.40701791892395395,0.37293684473899846,1.559226444217021,71,
ra,num_songs_euth_date,GO_BETA_CATENIN_BINDING,0.014838553626553116,0.17818866691421364,0.3807304007227924,0.38025886878484155,1.550808288851361,61,
ra,num_songs_euth_date,GO_ACTIN_FILAMENT_BASED_MOVEMENT,0.008243556736003509,0.13845964297264643,0.3807304007227924,0.3716180477659691,1.5488936014663572,68,
ra,num_songs_euth_date,GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING,0.007976173792420454,0.1366837381697906,0.3807304007227924,0.38467289398400417,1.5458889000271256,59,
ra,num_songs_euth_date,GO_PEPTIDYL_THREONINE_MODIFICATION,0.008491184192646264,0.1386096123841834,0.3807304007227924,0.35864202979013005,1.534820994136725,78,
ra,num_songs_euth_date,GO_INTERACTION_WITH_HOST,0.00867617731231176,0.13869916558578385,0.3807304007227924,0.340442006322318,1.5121230554001701,96,
ra,num_songs_euth_date,GO_ACTIN_BASED_CELL_PROJECTION,0.006729959172553175,0.12187535439045515,0.40701791892395395,0.32856507025648096,1.5054750504439849,112,
ra,num_songs_euth_date,GO_POSITIVE_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY,0.003203760418736962,0.08103489258486862,0.4317076958033464,0.31892547556560213,1.5054082933909159,128,
ra,num_songs_euth_date,GO_DISTAL_AXON,0.0019330155342832357,0.05928739593990976,0.45505986738722953,0.30370576684620865,1.501480024990946,196,
ra,num_songs_euth_date,GO_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT,0.002217239628807099,0.06279237705033451,0.4317076958033464,0.3045335567456511,1.4990490201020303,184,
ra,num_songs_euth_date,GO_PHOSPHATIDYLINOSITOL_BINDING,0.006474972488137299,0.11844479077876327,0.40701791892395395,0.30882809610276035,1.4928031780649882,153,
ra,num_songs_euth_date,GO_NEGATIVE_REGULATION_OF_CELL_MOTILITY,0.005214508097650528,0.11191879416994373,0.40701791892395395,0.308409536140884,1.4730115784058104,144,
ra,num_songs_euth_date,GO_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,0.009126021246951218,0.13911214459491214,0.3807304007227924,0.3100106783290402,1.470749203019867,129,
ra,num_songs_euth_date,GO_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION,0.012698869954108884,0.16383236208531796,0.3807304007227924,0.3430318137956268,1.456100850192619,77,
ra,num_songs_euth_date,GO_RECEPTOR_COMPLEX,0.00830969819360324,0.13845964297264643,0.3807304007227924,0.2958349812364688,1.4478955916054117,170,
ra,num_songs_euth_date,GO_GLIAL_CELL_DIFFERENTIATION,0.01254087630428931,0.16383236208531796,0.3807304007227924,0.301868051657271,1.4363167546522253,136,
ra,num_songs_euth_date,GO_INSULIN_RECEPTOR_SIGNALING_PATHWAY,0.016282864874857195,0.18508471647048164,0.35248785758361917,0.32848359145284034,1.4335173092966715,87,
ra,num_songs_euth_date,GO_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.016534020082440867,0.18508471647048164,0.35248785758361917,0.3367385453832116,1.4293871953149178,77,
ra,num_songs_euth_date,GO_PROTEIN_STABILIZATION,0.008588858984007073,0.13869916558578385,0.3807304007227924,0.31439095201520084,1.4286614996725404,108,
ra,num_songs_euth_date,GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,0.007079070953795735,0.1236451459171632,0.40701791892395395,0.30160792339804815,1.4236651005398855,128,
ra,num_songs_euth_date,GO_REGULATION_OF_DEVELOPMENTAL_GROWTH,0.006431524317805719,0.11844479077876327,0.40701791892395395,0.2878471109358791,1.4171918404909636,183,
ra,num_songs_euth_date,GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,0.016550473348000014,0.18508471647048164,0.35248785758361917,0.3128627573080314,1.4064116012828816,103,
ra,num_songs_euth_date,GO_CELLULAR_RESPONSE_TO_DRUG,0.009088211250519113,0.13911214459491214,0.3807304007227924,0.28686936715452055,1.4061544875005094,176,
ra,num_songs_euth_date,GO_SIDE_OF_MEMBRANE,0.009989713222531728,0.14435612823608776,0.3807304007227924,0.28345831370180824,1.3956118262364665,186,
ra,num_songs_euth_date,GO_SPLICEOSOMAL_COMPLEX,0.005482862835148679,0.1121351435166962,0.40701791892395395,-0.3309806543759037,-1.4920821570302316,133,
ra,num_songs_euth_date,GO_ORGANELLE_ENVELOPE_LUMEN,0.018498435058714482,0.19579622130639346,0.35248785758361917,-0.4000221628233902,-1.5429083164467718,51,
ra,num_songs_euth_date,GO_CONDENSED_CHROMOSOME_CENTROMERIC_REGION,0.015151953371880428,0.1791950403878512,0.3807304007227924,-0.39287329899593404,-1.5635949934699218,58,
