id,nCount_RNA,nFeature_RNA,date_prepared,collection.time,minutes_until_frozen,date.of.surgery,tags,dob,nest,sex,bird.age,reference,um_from_reference,position,songsystem,section_area,lib_plate,lib_row,lib_column,barcode,pool,index1,index2,procedure2,duration.of.experiment,last_song_datetime,minutes_from_last_song,num_songs_on_euth_date,first_song_datetime,nsongs_per_day_pre,frac_mito,cdr,kl_mean,kl_mean_log_scale_cut2_proc2
2987,212255.16109872,9848,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,anterior,2460,stri,0,240,1,C,8,8,2,702,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.138648138863023,0.569776159365963,0.496277663413212,deaf-3
2980,99634.7505285596,8842,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,anterior,2460,x,1,235,1,D,7,19,2,702,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.186321117781822,0.500214201563671,0.496277663413212,deaf-3
2971,273903.55414993,10166,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,1440,arco,0,158,1,C,6,6,2,702,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.159679263537483,0.590767912605762,0.159434401884372,intact-1
2964,371365.53493411,10385,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,1540,ra,1,180,1,D,5,17,2,702,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.199641766220474,0.614758487736961,0.159434401884372,intact-1
2979,445574.158047356,10481,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,anterior,2460,x,1,240,1,C,7,7,2,702,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.17320396258832,0.626111170611545,0.496277663413212,deaf-3
2940,391813.874890191,10468,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,anterior,2140,nido,0,229,1,D,2,14,2,702,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.160776430339832,0.623594302238406,0.159434401884372,intact-1
2972,269547.44163972,10170,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,1540,arco,0,180,1,D,6,18,2,702,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.144249221303966,0.593445432151655,0.159434401884372,intact-1
2963,35490.663969,6754,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,1440,ra,1,158,1,C,5,5,2,702,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.217081491931421,0.374692085252222,0.159434401884372,intact-1
2931,327930.636432441,10347,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,anterior,2140,stri,0,276,1,C,1,1,2,702,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.179993424084792,0.608921495126914,0.159434401884372,intact-1
2997,222188.4193432,9932,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,2340,hvc,1,129,1,E,9,9,3,703,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.168295958830649,0.575238299239584,0.496277663413212,deaf-3
3005,176119.573699,9746,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,2340,ncl,0,129,1,E,10,10,3,703,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.189319076361987,0.562439755810217,0.496277663413212,deaf-3
2934,1145122.2974785,10860,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,anterior,2240,lman,1,283,1,F,1,13,3,703,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.180764827724076,0.702366927278569,0.159434401884372,intact-1
2958,128809.2164724,9294,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,1040,ra,1,62,1,F,4,16,3,703,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.184218361100856,0.527578451322695,0.159434401884372,intact-1
3006,31952.2067558,6892,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,2440,ncl,0,109,1,F,10,22,3,703,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.136092864213084,0.38197493841705,0.496277663413212,deaf-3
2950,303420.28835977,10290,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,anterior,2340,stri,0,241,1,F,3,15,3,703,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.146976699230706,0.605387169326336,0.159434401884372,intact-1
2989,263669.2593592,9990,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,1220,arco,0,150,1,E,8,8,3,703,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.209026592159062,0.578237121130984,0.496277663413212,deaf-3
2957,664080.689580599,10728,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,anterior,2140,x,1,262,1,E,4,4,3,703,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.194615639523944,0.653261218806897,0.159434401884372,intact-1
2982,114134.0656666,8989,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,1120,ra,1,154,1,F,7,19,3,703,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.202300754728619,0.507122201992075,0.496277663413212,deaf-3
2973,209586.5367649,10025,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,1640,arco,0,171,1,E,6,6,3,703,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.179931376884197,0.57984363285852,0.159434401884372,intact-1
2966,283211.813079829,10218,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,1740,arco,0,171,1,F,5,17,3,703,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.194159843834969,0.596765556388562,0.159434401884372,intact-1
2949,215950.2899841,9948,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,anterior,2140,stri,0,174,1,E,3,3,3,703,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.140094487399591,0.573310485166542,0.159434401884372,intact-1
2981,103163.0529762,8794,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,1220,ra,1,150,1,E,7,7,3,703,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.259329261265414,0.495287565599229,0.496277663413212,deaf-3
2990,230536.645646751,9865,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,1120,arco,0,154,1,F,8,20,3,703,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.201139032918714,0.567955446074756,0.496277663413212,deaf-3
2974,160543.018326179,9591,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,2700,hvc,1,71,1,F,6,18,3,703,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.155901818513009,0.549105708471672,0.159434401884372,intact-1
2965,54264.4531104098,7847,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,1640,ra,1,171,1,E,5,5,3,703,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.223777002074164,0.437238941844275,0.159434401884372,intact-1
3007,42338.3855535001,7217,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,2540,ncl,0,82,1,G,10,10,4,704,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.180010761013635,0.400985327192888,0.496277663413212,deaf-3
3000,197232.6581209,9743,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,2640,hvc,1,93,1,H,9,21,4,704,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.187331166701452,0.559815786655243,0.496277663413212,deaf-3
3008,110286.54418297,9022,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,2640,ncl,0,93,1,H,10,22,4,704,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.159936193039583,0.510067473492557,0.496277663413212,deaf-3
2991,168625.963841,9766,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,1320,arco,0,113,1,G,8,8,4,704,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.20218066923777,0.567794794902003,0.496277663413212,deaf-3
2959,155451.993924829,9439,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,1240,arco,0,108,1,G,4,4,4,704,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.1982930659382,0.534700653314769,0.159434401884372,intact-1
2984,166188.58414109,9549,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,1320,ra,1,152,1,H,7,19,4,704,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.261020806157227,0.55065866980829,0.496277663413212,deaf-3
2975,307759.28080284,10353,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,3180,hvc,1,105,1,G,6,6,4,704,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.174522027662694,0.60902859590875,0.159434401884372,intact-1
2968,619787.592236399,10699,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,1740,hvc,1,182,1,H,5,17,4,704,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.173612376304665,0.654171575452501,0.159434401884372,intact-1
2951,304676.372383259,10201,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,1240,ra,1,108,1,G,3,3,4,704,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.185116839457617,0.598532719288851,0.159434401884372,intact-1
2983,213840.8751469,9873,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,1320,ra,1,113,1,G,7,7,4,704,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.230040976008898,0.567152190210989,0.496277663413212,deaf-3
2944,333386.636955861,10326,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,anterior,2340,lman,1,192,1,H,2,14,4,704,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.24801604570018,0.613848131091357,0.159434401884372,intact-1
2992,153155.2701796,9425,2015-10-28,09:20:00,2,2015-10-19,bk27bk53,2015-01-30,N34,male,271,posterior,1320,arco,0,152,1,H,8,20,4,704,53,deaf,9,2015-10-28 08:47:32,32.4666666666667,12,2015-10-28 07:56:27,315,0.195804391566792,0.535343258005783,0.496277663413212,deaf-3
2976,303495.3704569,10297,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,3100,hvc,1,93,1,H,6,18,4,704,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.163116297163679,0.607904037699475,0.159434401884372,intact-1
2967,91497.3062028999,8701,2015-10-28,09:15:00,3,2015-10-19,or74pu64,2014-12-28,N46,male,304,posterior,2800,hvc,1,66,1,G,5,5,4,704,53,intact,9,2015-10-28 09:21:40,0,54,2015-10-28 06:50:53,152,0.142433469381879,0.489289921816429,0.159434401884372,intact-1
3077,79534.43851939,8420,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2660,x,1,205,2,A,9,9,5,705,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.159683815435218,0.474617114704937,0.561177521469917,deaf-3
3085,165245.1591242,9493,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2660,stri,0,205,2,A,10,10,5,705,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.147300875548426,0.53968083967013,0.561177521469917,deaf-3
3014,450923.87113564,10447,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2660,x,1,224,2,B,1,13,5,705,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.138697879110014,0.625200813965942,0.0961121561749543,intact-1
3038,301622.110804669,10329,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,3000,nido,0,134,2,B,4,16,5,705,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.122042984786284,0.611545464281889,0.0961121561749543,intact-1
3094,100557.92460841,8733,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,1520,ra,1,163,2,B,11,23,5,705,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.162662880155704,0.490949983934883,0.561177521469917,deaf-3
3086,235083.368230361,9981,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2700,nido,0,263,2,B,10,22,5,705,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.135499552567296,0.576684159794366,0.561177521469917,deaf-3
3021,109752.6802894,9033,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2660,nido,0,114,2,A,2,2,5,705,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.128405861108539,0.508460961765021,0.0961121561749543,intact-1
3030,312537.212460019,10322,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,3000,lman,1,134,2,B,3,15,5,705,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.107770109427073,0.609456999036093,0.0961121561749543,intact-1
3069,208650.18880232,9959,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2320,nido,0,156,2,A,8,8,5,705,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.15218156891846,0.576577059012531,0.561177521469917,deaf-3
3102,75340.6073121,8088,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,1520,arco,0,163,2,B,12,24,5,705,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.125932390035114,0.45084074113741,0.561177521469917,deaf-3
3037,169207.77842712,9633,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2860,nido,0,171,2,A,4,4,5,705,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.141322442123786,0.551836778408482,0.0961121561749543,intact-1
3062,177584.6937993,9758,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2520,lman,1,192,2,B,7,19,5,705,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.154589214326507,0.561850701510121,0.561177521469917,deaf-3
3053,159673.71885356,9567,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,1400,arco,0,138,2,A,6,6,5,705,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.158587378950051,0.545250080325586,0.0961121561749543,intact-1
3046,296434.550449481,10236,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,1500,ra,1,146,2,B,5,17,5,705,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.174647522746929,0.601370890007497,0.0961121561749543,intact-1
3029,524218.380073223,10637,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2860,lman,1,171,2,A,3,3,5,705,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.134086617553751,0.64721002463318,0.0961121561749543,intact-1
3061,504103.451238921,10570,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2320,lman,1,156,2,A,7,7,5,705,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.169324805699482,0.63971296990468,0.561177521469917,deaf-3
3022,191255.9922961,9824,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,2660,stri,0,224,2,B,2,14,5,705,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.119306237440534,0.563671414801328,0.0961121561749543,intact-1
3070,159690.9317604,9409,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2520,nido,0,192,2,B,8,20,5,705,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.169988658790331,0.534486451751098,0.561177521469917,deaf-3
3054,258788.423006019,10112,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,1500,arco,0,146,2,B,6,18,5,705,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.153911522244042,0.588411695405376,0.0961121561749543,intact-1
3045,196751.89462681,9753,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,posterior,1400,ra,1,138,2,A,5,5,5,705,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.159402694784741,0.559601585091571,0.0961121561749543,intact-1
3079,365093.23201026,10411,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2700,x,1,199,2,C,9,9,6,706,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.144822303347163,0.616846952982757,0.561177521469917,deaf-3
3087,275522.172990589,10152,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2700,stri,0,199,2,C,10,10,6,706,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.172905218736128,0.590714362214844,0.561177521469917,deaf-3
3080,423125.673838298,10425,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2700,x,1,279,2,D,9,21,6,706,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.175820038529164,0.621720038556281,0.561177521469917,deaf-3
3096,264154.777869319,10196,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,posterior,2720,hvc,1,161,2,D,11,23,6,706,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.15851398101246,0.599657277498126,0.561177521469917,deaf-3
3088,263819.39045317,10122,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2700,stri,0,279,2,D,10,22,6,706,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.159930005007279,0.588893648923637,0.561177521469917,deaf-3
3032,360886.772436459,10312,2015-11-04,09:05:00,3,2015-10-26,bu21wh41,2015-06-09,N24,male,148,anterior,3100,x,1,265,2,D,3,15,6,706,53,intact,9,2015-11-04 09:01:38,3.36666666666667,134,2015-11-04 05:51:31,329.5,0.11750128134279,0.60902859590875,0.0961121561749543,intact-1
3071,142384.521281589,9390,2015-11-04,09:00:00,3,2015-10-26,bu22wh42,2015-06-09,N24,male,148,anterior,2520,stri,0,176,2,C,8,8,6,706,53,deaf,9,2015-11-04 09:05:42,0,104,2015-11-04 06:01:37,395.75,0.124268007214398,0.536200064260469,0.561177521469917,deaf-3
